t,target_x,target_y,target_z,actual_x,actual_y,actual_z,inner_x,inner_y,inner_z,position_error_x,position_error_y,position_error_z,position_error_norm,orientation_error_x,orientation_error_y,orientation_error_z,orientation_error_norm_rad,orientation_error_norm_deg,target_roll_deg,target_pitch_deg,target_yaw_deg,actual_roll_deg,actual_pitch_deg,actual_yaw_deg,error_roll_deg,error_pitch_deg,error_yaw_deg,inner_vx,inner_vy,inner_vz,filtered_fx,filtered_fy,filtered_fz,masked_fx,masked_fy,masked_fz
0.000000,0.307000,0.000000,0.367000,0.499452,-0.000171,0.281300,0.499452,-0.000171,0.281300,0.192452,-0.000171,-0.085700,0.210671,0.001196,-0.001119,0.785117,0.785119,44.983999,180.000000,-0.000000,0.000000,179.914408,0.032205,-44.983937,0.085592,-0.032205,44.983937,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.001000,0.307000,0.000000,0.367000,0.499453,-0.000176,0.281301,0.499452,-0.000171,0.281300,0.192453,-0.000176,-0.085699,0.210671,0.001193,-0.001117,0.785131,0.785132,44.984764,180.000000,-0.000000,0.000000,179.914578,0.032118,-44.984700,0.085422,-0.032118,44.984700,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.027852,0.006194,0.016965
0.002000,0.307000,0.000000,0.367000,0.499452,-0.000174,0.281299,0.499452,-0.000171,0.281300,0.192452,-0.000174,-0.085701,0.210671,0.001195,-0.001122,0.785137,0.785138,44.985117,180.000000,-0.000000,0.000000,179.914371,0.032342,-44.985052,0.085629,-0.032342,44.985052,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.037281,-0.013311,0.014113
0.003000,0.307000,0.000000,0.367000,0.499454,-0.000177,0.281302,0.499452,-0.000171,0.281300,0.192454,-0.000177,-0.085698,0.210672,0.001191,-0.001113,0.785135,0.785137,44.985034,180.000000,-0.000000,0.000000,179.914789,0.031977,-44.984970,0.085211,-0.031977,44.984970,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.007316,-0.008801,-0.014788
0.004000,0.307000,0.000000,0.367000,0.499453,-0.000175,0.281298,0.499452,-0.000171,0.281300,0.192453,-0.000175,-0.085702,0.210673,0.001197,-0.001121,0.785133,0.785135,44.984912,180.000000,-0.000000,0.000000,179.914277,0.032278,-44.984849,0.085723,-0.032278,44.984849,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006066,0.004402,-0.028427
0.005000,0.307000,0.000000,0.367000,0.499453,-0.000175,0.281301,0.499452,-0.000171,0.281300,0.192453,-0.000175,-0.085699,0.210671,0.001191,-0.001119,0.785139,0.785141,44.985237,180.000000,-0.000000,0.000000,179.914629,0.032285,-44.985173,0.085371,-0.032285,44.985173,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.025582,-0.016661,0.022126
0.006000,0.307000,0.000000,0.367000,0.499452,-0.000175,0.281301,0.499452,-0.000171,0.281300,0.192452,-0.000175,-0.085699,0.210671,0.001192,-0.001119,0.785139,0.785141,44.985257,180.000000,-0.000000,0.000000,179.914635,0.032253,-44.985192,0.085365,-0.032253,44.985192,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.043608,0.006512,-0.009462
0.007000,0.307000,0.000000,0.367000,0.499449,-0.000172,0.281295,0.499452,-0.000171,0.281300,0.192449,-0.000172,-0.085705,0.210670,0.001193,-0.001133,0.785133,0.785135,44.984894,180.000000,-0.000000,0.000000,179.914238,0.032973,-44.984830,0.085762,-0.032973,44.984830,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020449,0.024645,0.005764
0.008000,0.307000,0.000000,0.367000,0.499448,-0.000173,0.281296,0.499452,-0.000171,0.281300,0.192448,-0.000173,-0.085704,0.210669,0.001196,-0.001130,0.785138,0.785140,44.985193,180.000000,-0.000000,0.000000,179.914164,0.032761,-44.985129,0.085836,-0.032761,44.985129,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.001281,0.002782,0.039816
0.009000,0.307000,0.000000,0.367000,0.499448,-0.000174,0.281294,0.499452,-0.000171,0.281300,0.192448,-0.000174,-0.085706,0.210669,0.001203,-0.001131,0.785130,0.785132,44.984731,180.000000,-0.000000,0.000000,179.913800,0.032650,-44.984666,0.086200,-0.032650,44.984666,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.014349,-0.012017,0.052651
0.010000,0.307000,0.000000,0.367000,0.499445,-0.000174,0.281290,0.499452,-0.000171,0.281300,0.192445,-0.000174,-0.085710,0.210669,0.001208,-0.001138,0.785125,0.785127,44.984475,180.000000,-0.000000,0.000000,179.913378,0.032877,-44.984410,0.086622,-0.032877,44.984410,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002462,0.009160,-0.011244
0.011000,0.307000,0.000000,0.367000,0.499444,-0.000175,0.281291,0.499452,-0.000171,0.281300,0.192444,-0.000175,-0.085709,0.210668,0.001212,-0.001135,0.785126,0.785128,44.984524,180.000000,-0.000000,0.000000,179.913213,0.032675,-44.984458,0.086787,-0.032675,44.984458,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.036303,0.027485,-0.004284
0.012000,0.307000,0.000000,0.367000,0.499443,-0.000174,0.281289,0.499452,-0.000171,0.281300,0.192443,-0.000174,-0.085711,0.210668,0.001215,-0.001142,0.785112,0.785114,44.983715,180.000000,-0.000000,0.000000,179.912915,0.032932,-44.983649,0.087085,-0.032932,44.983649,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.029654,0.023666,-0.047024
0.013000,0.307000,0.000000,0.367000,0.499443,-0.000176,0.281288,0.499452,-0.000171,0.281300,0.192443,-0.000176,-0.085712,0.210667,0.001214,-0.001140,0.785121,0.785123,44.984212,180.000000,-0.000000,0.000000,179.912998,0.032878,-44.984147,0.087002,-0.032878,44.984147,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.041368,0.023728,0.005346
0.014000,0.307000,0.000000,0.367000,0.499441,-0.000176,0.281288,0.499452,-0.000171,0.281300,0.192441,-0.000176,-0.085712,0.210666,0.001215,-0.001144,0.785122,0.785124,44.984289,180.000000,-0.000000,0.000000,179.912901,0.033042,-44.984221,0.087099,-0.033042,44.984221,-0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,-0.020703,-0.024743,-0.043927
0.015000,0.307000,0.000000,0.367000,0.499442,-0.000173,0.281288,0.499452,-0.000171,0.281300,0.192442,-0.000173,-0.085712,0.210667,0.001216,-0.001145,0.785105,0.785107,44.983311,180.000000,-0.000000,0.000000,179.912816,0.033117,-44.983246,0.087184,-0.033117,44.983246,-0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.001164,0.012780,-0.027625
0.016000,0.307000,0.000000,0.367000,0.499442,-0.000176,0.281289,0.499452,-0.000171,0.281300,0.192442,-0.000176,-0.085711,0.210666,0.001216,-0.001139,0.785119,0.785121,44.984115,180.000000,-0.000000,0.000000,179.912937,0.032797,-44.984050,0.087063,-0.032797,44.984050,-0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,-0.009059,0.010228,0.053280
0.017000,0.307000,0.000000,0.367000,0.499437,-0.000176,0.281283,0.499452,-0.000171,0.281300,0.192437,-0.000176,-0.085717,0.210664,0.001225,-0.001155,0.785115,0.785116,44.983860,180.000000,-0.000000,0.000000,179.912117,0.033431,-44.983792,0.087883,-0.033431,44.983792,-0.000001,0.000000,0.000001,0.000000,0.000000,0.000000,0.030282,0.023621,0.050809
0.018000,0.307000,0.000000,0.367000,0.499438,-0.000174,0.281287,0.499452,-0.000171,0.281300,0.192438,-0.000174,-0.085713,0.210664,0.001225,-0.001146,0.785114,0.785116,44.983825,180.000000,-0.000000,0.000000,179.912303,0.032964,-44.983758,0.087697,-0.032964,44.983758,-0.000002,0.000000,0.000001,0.000000,0.000000,0.000000,0.010348,0.009994,-0.001809
0.019000,0.307000,0.000000,0.367000,0.499436,-0.000174,0.281281,0.499452,-0.000171,0.281300,0.192436,-0.000174,-0.085719,0.210664,0.001230,-0.001157,0.785107,0.785109,44.983450,180.000000,-0.000000,0.000000,179.911841,0.033394,-44.983381,0.088159,-0.033394,44.983381,-0.000002,0.000000,0.000001,0.000000,0.000000,0.000000,-0.009964,0.007359,-0.024315
0.020000,0.307000,0.000000,0.367000,0.499433,-0.000176,0.281279,0.499452,-0.000171,0.281300,0.192433,-0.000176,-0.085721,0.210662,0.001237,-0.001159,0.785113,0.785115,44.983750,180.000000,-0.000000,0.000000,179.911455,0.033370,-44.983681,0.088545,-0.033370,44.983681,-0.000002,0.000000,0.000001,0.000000,0.000000,0.000000,-0.028425,0.006071,-0.016636
