t,target_x,target_y,target_z,actual_x,actual_y,actual_z,inner_x,inner_y,inner_z,position_error_x,position_error_y,position_error_z,position_error_norm,orientation_error_x,orientation_error_y,orientation_error_z,orientation_error_norm_rad,orientation_error_norm_deg,target_roll_deg,target_pitch_deg,target_yaw_deg,actual_roll_deg,actual_pitch_deg,actual_yaw_deg,error_roll_deg,error_pitch_deg,error_yaw_deg,inner_vx,inner_vy,inner_vz,filtered_fx,filtered_fy,filtered_fz,masked_fx,masked_fy,masked_fz
0.000000,0.307000,0.000000,0.367000,0.499447,-0.000118,0.281298,0.499447,-0.000118,0.281298,0.192447,-0.000118,-0.085702,0.210667,0.001197,-0.001131,0.785024,0.785026,44.978682,180.000000,-0.000000,0.000000,179.914081,0.032791,-44.978617,0.085919,-0.032791,44.978617,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.001000,0.307000,0.000000,0.367000,0.499446,-0.000119,0.281297,0.499447,-0.000118,0.281298,0.192446,-0.000119,-0.085703,0.210667,0.001201,-0.001135,0.785022,0.785024,44.978570,180.000000,-0.000000,0.000000,179.913799,0.032914,-44.978506,0.086201,-0.032914,44.978506,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.007008,-0.004888,-0.017001
0.002000,0.307000,0.000000,0.367000,0.499445,-0.000119,0.281296,0.499447,-0.000118,0.281298,0.192445,-0.000119,-0.085704,0.210666,0.001204,-0.001138,0.785019,0.785021,44.978378,180.000000,-0.000000,0.000000,179.913576,0.032978,-44.978312,0.086424,-0.032978,44.978312,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.014718,-0.041219,-0.010631
0.003000,0.307000,0.000000,0.367000,0.499446,-0.000120,0.281296,0.499447,-0.000118,0.281298,0.192446,-0.000120,-0.085704,0.210667,0.001202,-0.001139,0.785029,0.785031,44.978967,180.000000,-0.000000,0.000000,179.913671,0.033116,-44.978902,0.086329,-0.033116,44.978902,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.013705,0.000182,0.043844
0.004000,0.307000,0.000000,0.367000,0.499446,-0.000117,0.281298,0.499447,-0.000118,0.281298,0.192446,-0.000117,-0.085702,0.210666,0.001201,-0.001135,0.785013,0.785014,44.978016,180.000000,-0.000000,0.000000,179.913782,0.032889,-44.977950,0.086218,-0.032889,44.977950,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.014609,-0.010139,0.013493
0.005000,0.307000,0.000000,0.367000,0.499447,-0.000118,0.281298,0.499447,-0.000118,0.281298,0.192447,-0.000118,-0.085702,0.210667,0.001198,-0.001136,0.785024,0.785026,44.978681,180.000000,-0.000000,0.000000,179.913904,0.033029,-44.978617,0.086096,-0.033029,44.978617,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.002705,-0.034784,-0.017893
0.006000,0.307000,0.000000,0.367000,0.499446,-0.000118,0.281298,0.499447,-0.000118,0.281298,0.192446,-0.000118,-0.085702,0.210667,0.001193,-0.001137,0.785021,0.785022,44.978468,180.000000,-0.000000,0.000000,179.914162,0.033183,-44.978404,0.085838,-0.033183,44.978404,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.006158,-0.000775,0.018514
0.007000,0.307000,0.000000,0.367000,0.499443,-0.000117,0.281294,0.499447,-0.000118,0.281298,0.192443,-0.000117,-0.085706,0.210666,0.001198,-0.001146,0.785021,0.785023,44.978506,180.000000,-0.000000,0.000000,179.913740,0.033535,-44.978440,0.086260,-0.033535,44.978440,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.002058,0.020201,0.008422
0.008000,0.307000,0.000000,0.367000,0.499442,-0.000119,0.281294,0.499447,-0.000118,0.281298,0.192442,-0.000119,-0.085706,0.210665,0.001199,-0.001146,0.785020,0.785022,44.978455,180.000000,-0.000000,0.000000,179.913666,0.033536,-44.978390,0.086334,-0.033536,44.978390,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.039164,0.000845,-0.033035
0.009000,0.307000,0.000000,0.367000,0.499441,-0.000117,0.281291,0.499447,-0.000118,0.281298,0.192441,-0.000117,-0.085709,0.210665,0.001208,-0.001148,0.785016,0.785018,44.978214,180.000000,-0.000000,0.000000,179.913160,0.033414,-44.978148,0.086840,-0.033414,44.978148,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.020327,-0.000408,-0.002763
