t,target_x,target_y,target_z,actual_x,actual_y,actual_z,inner_x,inner_y,inner_z,position_error_x,position_error_y,position_error_z,position_error_norm,orientation_error_x,orientation_error_y,orientation_error_z,orientation_error_norm_rad,orientation_error_norm_deg,target_roll_deg,target_pitch_deg,target_yaw_deg,actual_roll_deg,actual_pitch_deg,actual_yaw_deg,error_roll_deg,error_pitch_deg,error_yaw_deg,inner_vx,inner_vy,inner_vz,filtered_fx,filtered_fy,filtered_fz,masked_fx,masked_fy,masked_fz
0.000000,0.307000,0.000000,0.367000,0.305612,0.002301,0.364154,0.305612,0.002301,0.364154,-0.001388,0.002301,-0.002846,0.003914,0.138048,-0.047267,-0.241485,0.282146,16.165797,180.000000,-0.000000,0.000000,172.483276,3.623536,13.622517,7.516724,-3.623536,-13.622517,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.001000,0.307000,0.000000,0.367000,0.305612,0.002302,0.364153,0.305612,0.002301,0.364154,-0.001388,0.002302,-0.002847,0.003916,0.138046,-0.047270,-0.241481,0.282142,16.165574,180.000000,-0.000000,0.000000,172.483387,3.623696,13.622267,7.516613,-3.623696,-13.622267,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.020179,-0.003209,-0.003584
0.002000,0.307000,0.000000,0.367000,0.305611,0.002301,0.364150,0.305612,0.002301,0.364154,-0.001389,0.002301,-0.002850,0.003918,0.138046,-0.047281,-0.241493,0.282154,16.166247,180.000000,-0.000000,0.000000,172.483466,3.624340,13.622889,7.516534,-3.624340,-13.622889,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.005604,-0.018814,-0.046957
0.003000,0.307000,0.000000,0.367000,0.305611,0.002299,0.364150,0.305612,0.002301,0.364154,-0.001389,0.002299,-0.002850,0.003917,0.138043,-0.047279,-0.241476,0.282138,16.165315,180.000000,-0.000000,0.000000,172.483620,3.624140,13.621954,7.516380,-3.624140,-13.621954,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.008210,-0.002912,0.000430
0.004000,0.307000,0.000000,0.367000,0.305610,0.002301,0.364150,0.305612,0.002301,0.364154,-0.001390,0.002301,-0.002850,0.003918,0.138044,-0.047277,-0.241487,0.282148,16.165871,180.000000,-0.000000,0.000000,172.483585,3.624082,13.622601,7.516415,-3.624082,-13.622601,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.019056,-0.008507,0.000377
0.005000,0.307000,0.000000,0.367000,0.305609,0.002300,0.364148,0.305612,0.002301,0.364154,-0.001391,0.002300,-0.002852,0.003920,0.138042,-0.047281,-0.241483,0.282144,16.165654,180.000000,-0.000000,0.000000,172.483697,3.624258,13.622355,7.516303,-3.624258,-13.622355,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.007155,-0.006266,-0.039686
0.006000,0.307000,0.000000,0.367000,0.305611,0.002300,0.364148,0.305612,0.002301,0.364154,-0.001389,0.002300,-0.002852,0.003918,0.138041,-0.047279,-0.241480,0.282141,16.165474,180.000000,-0.000000,0.000000,172.483705,3.624130,13.622192,7.516295,-3.624130,-13.622192,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.009384,-0.012202,0.048994
0.007000,0.307000,0.000000,0.367000,0.305611,0.002301,0.364149,0.305612,0.002301,0.364154,-0.001389,0.002301,-0.002851,0.003918,0.138047,-0.047275,-0.241483,0.282145,16.165744,180.000000,-0.000000,0.000000,172.483345,3.623953,13.622358,7.516655,-3.623953,-13.622358,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.009761,-0.028462,0.040046
0.008000,0.307000,0.000000,0.367000,0.305610,0.002301,0.364145,0.305612,0.002301,0.364154,-0.001390,0.002301,-0.002855,0.003922,0.138046,-0.047285,-0.241494,0.282156,16.166362,180.000000,-0.000000,0.000000,172.483490,3.624547,13.622970,7.516510,-3.624547,-13.622970,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.000251,-0.008660,-0.067854
0.009000,0.307000,0.000000,0.367000,0.305609,0.002300,0.364146,0.305612,0.002301,0.364154,-0.001391,0.002300,-0.002854,0.003921,0.138045,-0.047282,-0.241483,0.282146,16.165756,180.000000,-0.000000,0.000000,172.483508,3.624366,13.622331,7.516492,-3.624366,-13.622331,0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.020639,-0.003861,-0.033854
