t,target_x,target_y,target_z,actual_x,actual_y,actual_z,inner_x,inner_y,inner_z,position_error_x,position_error_y,position_error_z,position_error_norm,orientation_error_x,orientation_error_y,orientation_error_z,orientation_error_norm_rad,orientation_error_norm_deg,target_roll_deg,target_pitch_deg,target_yaw_deg,actual_roll_deg,actual_pitch_deg,actual_yaw_deg,error_roll_deg,error_pitch_deg,error_yaw_deg,inner_vx,inner_vy,inner_vz,filtered_fx,filtered_fy,filtered_fz,masked_fx,masked_fy,masked_fz
0.000000,0.307000,0.000000,0.367000,0.319714,0.063869,0.345464,0.319714,0.063869,0.345464,0.012714,0.063869,-0.021536,0.068590,-0.022912,0.063517,-0.026358,0.072486,4.153118,180.000000,-0.000000,0.000000,-178.733637,-3.655869,1.470338,-1.266363,3.655869,-1.470338,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.001000,0.307000,0.000000,0.367000,0.319714,0.063870,0.345464,0.319714,0.063869,0.345464,0.012714,0.063870,-0.021536,0.068592,-0.022908,0.063521,-0.026360,0.072488,4.153267,180.000000,-0.000000,0.000000,-178.733886,-3.656062,1.470494,-1.266114,3.656062,-1.470494,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.024451,0.002637,0.004592
0.002000,0.307000,0.000000,0.367000,0.319714,0.063869,0.345463,0.319714,0.063869,0.345464,0.012714,0.063869,-0.021537,0.068591,-0.022912,0.063518,-0.026359,0.072486,4.153148,180.000000,-0.000000,0.000000,-178.733623,-3.655874,1.470395,-1.266377,3.655874,-1.470395,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.005091,-0.006499,0.027321
0.003000,0.307000,0.000000,0.367000,0.319714,0.063870,0.345464,0.319714,0.063869,0.345464,0.012714,0.063870,-0.021536,0.068591,-0.022909,0.063519,-0.026358,0.072486,4.153142,180.000000,-0.000000,0.000000,-178.733799,-3.655936,1.470382,-1.266201,3.655936,-1.470382,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.009519,0.006494,-0.024743
0.004000,0.307000,0.000000,0.367000,0.319713,0.063868,0.345462,0.319714,0.063869,0.345464,0.012713,0.063868,-0.021538,0.068590,-0.022909,0.063516,-0.026354,0.072482,4.152912,180.000000,-0.000000,0.000000,-178.733811,-3.655791,1.470112,-1.266189,3.655791,-1.470112,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.018748,0.010294,-0.043920
0.005000,0.307000,0.000000,0.367000,0.319712,0.063868,0.345460,0.319714,0.063869,0.345464,0.012712,0.063868,-0.021540,0.068591,-0.022908,0.063511,-0.026358,0.072479,4.152756,180.000000,-0.000000,0.000000,-178.733850,-3.655518,1.470381,-1.266150,3.655518,-1.470381,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.028890,0.024021,-0.052601
0.006000,0.307000,0.000000,0.367000,0.319711,0.063869,0.345460,0.319714,0.063869,0.345464,0.012711,0.063869,-0.021540,0.068591,-0.022911,0.063514,-0.026354,0.072481,4.152833,180.000000,-0.000000,0.000000,-178.733699,-3.655662,1.470112,-1.266301,3.655662,-1.470112,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.024789,-0.008876,0.002791
0.007000,0.307000,0.000000,0.367000,0.319711,0.063869,0.345458,0.319714,0.063869,0.345464,0.012711,0.063869,-0.021542,0.068592,-0.022909,0.063512,-0.026352,0.072478,4.152678,180.000000,-0.000000,0.000000,-178.733818,-3.655570,1.470013,-1.266182,3.655570,-1.470013,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.041214,-0.013637,0.011397
0.008000,0.307000,0.000000,0.367000,0.319709,0.063869,0.345456,0.319714,0.063869,0.345464,0.012709,0.063869,-0.021544,0.068592,-0.022913,0.063505,-0.026355,0.072474,4.152445,180.000000,-0.000000,0.000000,-178.733589,-3.655141,1.470214,-1.266411,3.655141,-1.470214,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.004596,-0.005554,-0.042987
0.009000,0.307000,0.000000,0.367000,0.319709,0.063869,0.345456,0.319714,0.063869,0.345464,0.012709,0.063869,-0.021544,0.068592,-0.022909,0.063504,-0.026362,0.072474,4.152479,180.000000,-0.000000,0.000000,-178.733812,-3.655098,1.470608,-1.266188,3.655098,-1.470608,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.012092,0.025224,-0.021969
0.010000,0.307000,0.000000,0.367000,0.319710,0.063868,0.345456,0.319714,0.063869,0.345464,0.012710,0.063868,-0.021544,0.068592,-0.022911,0.063503,-0.026353,0.072470,4.152251,180.000000,-0.000000,0.000000,-178.733708,-3.655019,1.470080,-1.266292,3.655019,-1.470080,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.029178,0.005012,-0.042812
0.011000,0.307000,0.000000,0.367000,0.319709,0.063869,0.345457,0.319714,0.063869,0.345464,0.012709,0.063869,-0.021543,0.068592,-0.022907,0.063507,-0.026351,0.072473,4.152375,180.000000,-0.000000,0.000000,-178.733921,-3.655286,1.469959,-1.266079,3.655286,-1.469959,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.003310,-0.027034,-0.018624
0.012000,0.307000,0.000000,0.367000,0.319709,0.063868,0.345456,0.319714,0.063869,0.345464,0.012709,0.063868,-0.021544,0.068592,-0.022905,0.063505,-0.026365,0.072475,4.152509,180.000000,-0.000000,0.000000,-178.734054,-3.655141,1.470794,-1.265946,3.655141,-1.470794,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,0.033457,0.007051,0.014476
0.013000,0.307000,0.000000,0.367000,0.319708,0.063869,0.345454,0.319714,0.063869,0.345464,0.012708,0.063869,-0.021546,0.068593,-0.022904,0.063500,-0.026356,0.072467,4.152042,180.000000,-0.000000,0.000000,-178.734093,-3.654850,1.470252,-1.265907,3.654850,-1.470252,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.000000,-0.005444,-0.008039,0.009234
